"category id","category","gene locus","gene name"
"SW.3.3.1.10","Aminoacyl-tRNA synthetases","BSU_25270",""
"SW.6.1","Essential genes","BSU_25270",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_17820",""
"SW.6.2","Membrane proteins","BSU_17820",""
"SW.6.7","Proteins of unknown function","BSU_08940",""
"SW.3.1.7","Genetic competence","BSU_31710",""
"SW.3.4.8","Quorum sensing","BSU_31710",""
"SW.4.1.3","Genetic competence","BSU_31710",""
"SW.6.2","Membrane proteins","BSU_31710",""
"SW.3.3.1.7","tRNA","BSU_tRNA_21",""
"SW.2.2.2.12","Utilization of rhamnose","BSU_31180",""
"SW.6.2","Membrane proteins","BSU_14760",""
"SW.6.7","Proteins of unknown function","BSU_14760",""
"SW.3.3.3","Chaperone/ protein folding/ based on similarity","BSU_34490",""
"SW.6.2","Membrane proteins","BSU_34490",""
"SW.6.6","Poorly characterized/ putative enzymes","BSU_10320",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_00620",""
"SW.4.3.2","Cell envelope stress proteins (controlled by SigM, V, W, X, Y)","BSU_00620",""
"SW.6.1","Essential genes","BSU_00620",""
"SW.6.2","Membrane proteins","BSU_00620",""
"SW.5.1.1","PBSX prophage","BSU_12550",""
"SW.2.2.1.4","TCA cycle","BSU_14140",""
"SW.3.4.2.5","Transcription factors/ other","BSU_14140",""
"SW.3.4.5","Regulators of core metabolism","BSU_14140",""
"SW.2.6.4","Sulfur metabolism","BSU_10910",""
"SW.4.2.1.4","Sporulation proteins/ other","BSU_10910",""
"SW.4.3.2","Cell envelope stress proteins (controlled by SigM, V, W, X, Y)","BSU_14360",""
"SW.4.3.13","Resistance against toxins/ antibiotics","BSU_14360",""
"SW.6.2","Membrane proteins","BSU_14360",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_04400",""
"SW.4.1.1.2","Flagellar proteins","BSU_13680",""
"SW.6.2","Membrane proteins","BSU_13680",""
"SW.1.1.1.7","Penicillin-binding proteins","BSU_34440",""
"SW.1.1.3.1","Autolysis","BSU_34440",""
"SW.4.3.2","Cell envelope stress proteins (controlled by SigM, V, W, X, Y)","BSU_34440",""
"SW.3.3.1.12","Translation/ other","BSU_00530",""
"SW.4.3.1","General stress proteins (controlled by SigB)","BSU_00530",""
"SW.6.1","Essential genes","BSU_00530",""
"SW.6.7","Proteins of unknown function","BSU_32190",""
"SW.2.2.2.1","Utilization of organic acids","BSU_38770",""
"SW.6.2","Membrane proteins","BSU_38770",""
"SW.1.1.6","Cell wall/ other/ based on similarity","BSU_00400",""
"SW.5.1.2","SP-beta prophage","BSU_20770",""
"SW.2.2.2.1","Utilization of organic acids","BSU_34050",""
"SW.3.3.1.10","Aminoacyl-tRNA synthetases","BSU_30320",""
"SW.6.1","Essential genes","BSU_30320",""
"SW.2.3.2.6","Utilization of  asparagine/ aspartate","BSU_23580",""
"SW.2.6.2.12","Biosynthesis of pyridoxal phosphate","BSU_38020",""
"SW.2.1.4","Electron transport/ other/ based on similarity","BSU_40930",""
"SW.3.3.1.4","Ribosomal proteins","BSU_01160",""
"SW.6.1","Essential genes","BSU_01160",""
"SW.6.5","Universally conserved proteins","BSU_01160",""
"SW.6.2","Membrane proteins","BSU_09470",""
"SW.5.1.2","SP-beta prophage","BSU_20630",""
"SW.4.2.1.5","Newly identified sporulation proteins (based on transcription profiling)","BSU_36790",""
"SW.3.3.1.2","rRNA modification and maturation","BSU_00420",""
"SW.3.4.2.5","Transcription factors/ other","BSU_24520",""
"SW.6.7","Proteins of unknown function","BSU_05210",""
"SW.3.1.7","Genetic competence","BSU_24690",""
"SW.4.1.3","Genetic competence","BSU_24690",""
"SW.6.2","Membrane proteins","BSU_24690",""
"SW.2.2.2.1","Utilization of organic acids","BSU_18540",""
"SW.6.2","Membrane proteins","BSU_18540",""
"SW.2.3.1.10","Biosynthesis/ acquisition of methionine/ S-adenosylmethionine","BSU_30670",""
"SW.3.4.8","Quorum sensing","BSU_30670",""
"SW.4.1.2","Biofilm formation","BSU_30670",""
"SW.3.1.6","DNA repair/ recombination/ based on similarity","BSU_12190",""
"SW.6.7","Proteins of unknown function","BSU_39200",""
"SW.6.7","Proteins of unknown function","BSU_14750",""
"SW.1.1.7","Membrane dynamics","BSU_31020",""
"SW.4.3.2","Cell envelope stress proteins (controlled by SigM, V, W, X, Y)","BSU_31020",""
"SW.6.2","Membrane proteins","BSU_31020",""
"SW.6.2","Membrane proteins","BSU_08890",""
"SW.6.7","Proteins of unknown function","BSU_08890",""
"SW.6.7","Proteins of unknown function","BSU_08680",""
"SW.6.2","Membrane proteins","BSU_03740",""
"SW.2.3.1.9","Biosynthesis/ acquisition of cysteine","BSU_39490",""
"SW.6.2","Membrane proteins","BSU_39490",""
"SW.6.2","Membrane proteins","BSU_13430",""
"SW.6.2","Membrane proteins","BSU_05280",""
"SW.6.2","Membrane proteins","BSU_10960",""
"SW.6.2","Membrane proteins","BSU_25110",""
"SW.6.2","Membrane proteins","BSU_38840",""
"SW.6.2","Membrane proteins","BSU_35280",""
"SW.6.2","Membrane proteins","BSU_22510",""
"SW.6.2","Membrane proteins","BSU_27420",""
"SW.6.2","Membrane proteins","BSU_15890",""
"SW.6.2","Membrane proteins","BSU_27630",""
"SW.2.2.2.16","Utilization of inositol","BSU_31170",""
"SW.2.1.5.1","ATPase","BSU_36830",""
"SW.2.1.5.1","ATPase","BSU_36870",""
"SW.2.1.5.1","ATPase","BSU_36800",""
"SW.2.1.5.1","ATPase","BSU_36810",""
"SW.2.1.5.1","ATPase","BSU_36860",""
"SW.2.1.5.1","ATPase","BSU_36850",""
"SW.2.1.5.1","ATPase","BSU_36820",""
"SW.2.1.5.1","ATPase","BSU_36840",""
"SW.2.1.5.1","ATPase","BSU_36880",""
"SW.2.1.5.2","Substrate-level phosphorylation","BSU_29470",""
"SW.2.1.5.2","Substrate-level phosphorylation","BSU_33930",""
"SW.2.1.5.2","Substrate-level phosphorylation","BSU_16090",""
"SW.2.1.5.2","Substrate-level phosphorylation","BSU_16100",""
"SW.1.1.8.1","The Min system","BSU_15420",""
"SW.1.1.8.1","The Min system","BSU_28000",""
"SW.1.1.8.1","The Min system","BSU_27990",""
"SW.1.1.8.1","The Min system","BSU_35220",""
"SW.1.1.8.2","Other genes","BSU_00880",""
"SW.1.1.8.2","Other genes","BSU_15420",""
"SW.1.1.8.2","Other genes","BSU_22030",""
"SW.1.1.8.2","Other genes","BSU_00690",""
"SW.1.1.8.2","Other genes","BSU_22180",""
"SW.1.1.8.2","Other genes","BSU_23616",""
"SW.1.1.8.2","Other genes","BSU_40990",""
"SW.1.1.8.2","Other genes","BSU_15890",""
"SW.1.1.8.2","Other genes","BSU_37030",""
"SW.1.1.8.2","Other genes","BSU_16560",""
"SW.1.1.8.2","Other genes","BSU_29630",""
"SW.1.1.8.2","Other genes","BSU_00490",""
"SW.1.1.8.2","Other genes","BSU_22380",""
"SW.1.1.8.2","Other genes","BSU_21920",""
"SW.1.1.8.2","Other genes","BSU_40370",""
"SW.1.1.8.2","Other genes","BSU_10750",""
"SW.1.1.8.2","Other genes","BSU_17860",""
"SW.1.1.8.2","Other genes","BSU_19640",""
"SW.1.1.8.2","Other genes","BSU_34750",""
"SW.1.2.1.1.1","Uptake of carbon sources","BSU_32550",""
"SW.1.2.1.1.1","Uptake of carbon sources","BSU_32580",""
"SW.1.2.1.1.1","Uptake of carbon sources","BSU_32590",""
"SW.1.2.1.1.1","Uptake of carbon sources","BSU_32600",""
"SW.1.2.1.1.1","Uptake of carbon sources","BSU_28750",""
"SW.1.2.1.1.1","Uptake of carbon sources","BSU_28740",""
"SW.1.2.1.1.1","Uptake of carbon sources","BSU_28730",""
"SW.1.2.1.1.1","Uptake of carbon sources","BSU_34160",""
"SW.1.2.1.1.1","Uptake of carbon sources","BSU_34150",""
"SW.1.2.1.1.1","Uptake of carbon sources","BSU_34610",""
"SW.1.2.1.1.1","Uptake of carbon sources","BSU_34600",""
"SW.1.2.1.1.1","Uptake of carbon sources","BSU_34590",""
"SW.1.2.1.1.1","Uptake of carbon sources","BSU_30290",""
"SW.1.2.1.1.1","Uptake of carbon sources","BSU_30280",""
"SW.1.2.1.1.1","Uptake of carbon sources","BSU_30270",""
"SW.1.2.1.1.1","Uptake of carbon sources","BSU_35940",""
"SW.1.2.1.1.1","Uptake of carbon sources","BSU_35960",""
"SW.1.2.1.1.1","Uptake of carbon sources","BSU_35950",""
"SW.1.2.1.1.1","Uptake of carbon sources","BSU_35930",""
"SW.1.2.1.1.1","Uptake of carbon sources","BSU_06970",""
"SW.1.2.1.1.1","Uptake of carbon sources","BSU_06980",""
"SW.1.2.1.1.1","Uptake of carbon sources","BSU_06990",""
"SW.1.2.1.1.2","Uptake of amino acids","BSU_23980",""
"SW.1.2.1.1.2","Uptake of amino acids","BSU_23970",""
"SW.1.2.1.1.2","Uptake of amino acids","BSU_23960",""
"SW.1.2.1.1.2","Uptake of amino acids","BSU_29380",""
"SW.1.2.1.1.2","Uptake of amino acids","BSU_29370",""
"SW.1.2.1.1.2","Uptake of amino acids","BSU_29350",""
"SW.1.2.1.1.2","Uptake of amino acids","BSU_29360",""
"SW.1.2.1.1.2","Uptake of amino acids","BSU_29340",""
"SW.1.2.1.1.2","Uptake of amino acids","BSU_03610",""
"SW.1.2.1.1.2","Uptake of amino acids","BSU_03600",""
"SW.1.2.1.1.2","Uptake of amino acids","BSU_03590",""
"SW.1.2.1.1.2","Uptake of amino acids","BSU_39500",""
"SW.1.2.1.1.2","Uptake of amino acids","BSU_39490",""
"SW.1.2.1.1.2","Uptake of amino acids","BSU_39480",""
"SW.1.2.1.1.2","Uptake of amino acids","BSU_27440",""
"SW.1.2.1.1.2","Uptake of amino acids","BSU_27450",""
"SW.1.2.1.1.2","Uptake of amino acids","BSU_27460",""
"SW.1.2.1.1.2","Uptake of amino acids","BSU_27430",""
"SW.1.2.1.1.2","Uptake of amino acids","BSU_32750",""
"SW.1.2.1.1.2","Uptake of amino acids","BSU_32740",""
"SW.1.2.1.1.2","Uptake of amino acids","BSU_32730",""
"SW.1.2.1.1.1","Uptake of carbon sources","BSU_31550",""
"SW.1.2.1.1.1","Uptake of carbon sources","BSU_31560",""
"SW.1.2.1.1.1","Uptake of carbon sources","BSU_31570",""
"SW.1.2.1.1.3","Uptake of peptides","BSU_11390",""
"SW.1.2.1.1.3","Uptake of peptides","BSU_11381",""
"SW.1.2.1.1.3","Uptake of peptides","BSU_11382",""
"SW.1.2.1.1.3","Uptake of peptides","BSU_11400",""
"SW.1.2.1.1.3","Uptake of peptides","BSU_11360",""
"SW.1.2.1.1.3","Uptake of peptides","BSU_11370",""
"SW.1.2.1.1.3","Uptake of peptides","BSU_12930",""
"SW.1.2.1.1.3","Uptake of peptides","BSU_12940",""
"SW.1.2.1.1.3","Uptake of peptides","BSU_12960",""
"SW.1.2.1.1.3","Uptake of peptides","BSU_12950",""
"SW.1.2.1.1.3","Uptake of peptides","BSU_13000",""
"SW.1.2.1.1.3","Uptake of peptides","BSU_11430",""
"SW.1.2.1.1.3","Uptake of peptides","BSU_11440",""
"SW.1.2.1.1.3","Uptake of peptides","BSU_11450",""
"SW.1.2.1.1.3","Uptake of peptides","BSU_11460",""
"SW.1.2.1.1.3","Uptake of peptides","BSU_11470",""
"SW.1.2.1.1.4","Uptake of compatible solutes for osmoprotection","BSU_02980",""
"SW.1.2.1.1.4","Uptake of compatible solutes for osmoprotection","BSU_02990",""
"SW.1.2.1.1.4","Uptake of compatible solutes for osmoprotection","BSU_03000",""
"SW.1.2.1.1.4","Uptake of compatible solutes for osmoprotection","BSU_33730",""
"SW.1.2.1.1.4","Uptake of compatible solutes for osmoprotection","BSU_33710",""
"SW.1.2.1.1.4","Uptake of compatible solutes for osmoprotection","BSU_33720",""
"SW.1.2.1.1.4","Uptake of compatible solutes for osmoprotection","BSU_33830",""
"SW.1.2.1.1.4","Uptake of compatible solutes for osmoprotection","BSU_33820",""
"SW.1.2.1.1.4","Uptake of compatible solutes for osmoprotection","BSU_33810",""
"SW.1.2.1.1.4","Uptake of compatible solutes for osmoprotection","BSU_33800",""
"SW.1.2.1.1.5","Uptake of iron/ siderophores","BSU_32940",""
"SW.1.2.1.1.5","Uptake of iron/ siderophores","BSU_01620",""
"SW.1.2.1.1.5","Uptake of iron/ siderophores","BSU_01610",""
"SW.1.2.1.1.5","Uptake of iron/ siderophores","BSU_01630",""
"SW.1.2.1.1.5","Uptake of iron/ siderophores","BSU_33290",""
"SW.1.2.1.1.5","Uptake of iron/ siderophores","BSU_33310",""
"SW.1.2.1.1.5","Uptake of iron/ siderophores","BSU_33300",""
"SW.1.2.1.1.5","Uptake of iron/ siderophores","BSU_33320",""
"SW.1.2.1.1.5","Uptake of iron/ siderophores","BSU_39610",""
"SW.1.2.1.1.5","Uptake of iron/ siderophores","BSU_03800",""
"SW.1.2.1.1.5","Uptake of iron/ siderophores","BSU_03810",""
"SW.1.2.1.1.5","Uptake of iron/ siderophores","BSU_03820",""
"SW.1.2.1.1.5","Uptake of iron/ siderophores","BSU_03830",""
"SW.1.2.1.1.5","Uptake of iron/ siderophores","BSU_08450",""
"SW.1.2.1.1.5","Uptake of iron/ siderophores","BSU_08460",""
"SW.1.2.1.1.5","Uptake of iron/ siderophores","BSU_08440",""
"SW.1.2.1.1.5","Uptake of iron/ siderophores","BSU_07490",""
"SW.1.2.1.1.5","Uptake of iron/ siderophores","BSU_07510",""
"SW.1.2.1.1.5","Uptake of iron/ siderophores","BSU_07500",""
"SW.1.2.1.1.5","Uptake of iron/ siderophores","BSU_07520",""
"SW.1.2.1.1.5","Uptake of iron/ siderophores","BSU_10330",""
"SW.1.2.1.1.6","Uptake of ions","BSU_30750",""
"SW.1.2.1.1.6","Uptake of ions","BSU_30740",""
"SW.1.2.1.1.6","Uptake of ions","BSU_30760",""
"SW.1.2.1.1.6","Uptake of ions","BSU_30770",""
"SW.1.2.1.1.6","Uptake of ions","BSU_24950",""
"SW.1.2.1.1.6","Uptake of ions","BSU_24990",""
"SW.1.2.1.1.6","Uptake of ions","BSU_24980",""
"SW.1.2.1.1.6","Uptake of ions","BSU_24970",""
"SW.1.2.1.1.6","Uptake of ions","BSU_24960",""
"SW.1.2.1.1.6","Uptake of ions","BSU_08830",""
"SW.1.2.1.1.6","Uptake of ions","BSU_08850",""
"SW.1.2.1.1.6","Uptake of ions","BSU_08840",""
"SW.1.2.1.1.6","Uptake of ions","BSU_02870",""
"SW.1.2.1.1.6","Uptake of ions","BSU_02850",""
"SW.1.2.1.1.6","Uptake of ions","BSU_02860",""
"SW.1.2.1.1.6","Uptake of ions","BSU_33390",""
"SW.1.2.1.1.6","Uptake of ions","BSU_33380",""
"SW.1.2.1.1.1","Uptake of carbon sources","BSU_38810",""
"SW.1.2.1.2.1","Efflux of antibiotics","BSU_09710",""
"SW.1.2.1.2.1","Efflux of antibiotics","BSU_09720",""
"SW.1.2.1.2.1","Efflux of antibiotics","BSU_34820",""
"SW.1.2.1.2.1","Efflux of antibiotics","BSU_08310",""
"SW.1.2.1.2.1","Efflux of antibiotics","BSU_08320",""
"SW.1.2.1.2.1","Efflux of antibiotics","BSU_08330",""
"SW.1.2.1.2.2","Export of antibiotic substances","BSU_37390",""
"SW.1.2.1.2.2","Export of antibiotic substances","BSU_21470",""
"SW.1.2.1.2.2","Export of antibiotic substances","BSU_37400",""
"SW.1.2.1.2.3","Export of peptides","BSU_01960",""
"SW.1.2.1.2.3","Export of peptides","BSU_01950",""
"SW.1.2.1.2.3","Export of peptides","BSU_14360",""
"SW.1.2.1.2.3","Export of peptides","BSU_14370",""
"SW.1.2.1.2.3","Export of peptides","BSU_30370",""
"SW.1.2.1.2.3","Export of peptides","BSU_30380",""
"SW.1.2.1.2.3","Export of peptides","BSU_39630",""
"SW.1.2.1.2.3","Export of peptides","BSU_39640",""
"SW.1.2.1.2.3","Export of peptides","BSU_34700",""
"SW.1.2.1.2.3","Export of peptides","BSU_34690",""
"SW.1.2.1.2.3","Export of peptides","BSU_38660",""
"SW.1.2.1.2.3","Export of peptides","BSU_38650",""
"SW.1.2.1.2.4","Export of cell wall components","BSU_35700",""
"SW.1.2.1.2.4","Export of cell wall components","BSU_35710",""
"SW.1.2.1.2.5","Export of ions","BSU_02760",""
"SW.1.2.1.2.5","Export of ions","BSU_02750",""
"SW.1.2.1.2.6","Exporters of unknown function","BSU_04500",""
"SW.1.2.1.2.6","Exporters of unknown function","BSU_03740",""
"SW.1.2.1.2.6","Exporters of unknown function","BSU_04490",""
"SW.1.2.1.2.6","Exporters of unknown function","BSU_03730",""
"SW.1.2.1.2.6","Exporters of unknown function","BSU_02570",""
"SW.1.2.1.2.6","Exporters of unknown function","BSU_08220",""
"SW.1.2.1.2.6","Exporters of unknown function","BSU_08210",""
"SW.1.2.1.2.6","Exporters of unknown function","BSU_09890",""
"SW.1.2.1.2.6","Exporters of unknown function","BSU_08690",""
"SW.1.2.1.2.6","Exporters of unknown function","BSU_09090",""
"SW.1.2.1.2.6","Exporters of unknown function","BSU_09050",""
"SW.1.2.1.2.6","Exporters of unknown function","BSU_09900",""
"SW.1.2.1.2.6","Exporters of unknown function","BSU_09070",""
"SW.1.2.1.2.6","Exporters of unknown function","BSU_14320",""
"SW.1.2.1.2.6","Exporters of unknown function","BSU_09080",""
"SW.1.2.1.2.6","Exporters of unknown function","BSU_14330",""
"SW.1.2.1.2.6","Exporters of unknown function","BSU_30010",""
"SW.1.2.1.2.6","Exporters of unknown function","BSU_30000",""
"SW.1.2.1.2.6","Exporters of unknown function","BSU_34090",""
"SW.1.2.1.2.6","Exporters of unknown function","BSU_34080",""
"SW.1.2.1.2.6","Exporters of unknown function","BSU_33270",""
"SW.1.2.1.2.6","Exporters of unknown function","BSU_33260",""
"SW.1.2.1.2.6","Exporters of unknown function","BSU_40610",""
"SW.1.2.1.2.6","Exporters of unknown function","BSU_37230",""
"SW.1.2.1.2.6","Exporters of unknown function","BSU_40620",""
"SW.1.2.1.2.6","Exporters of unknown function","BSU_40600",""
"SW.1.2.1.3","Regulatory ABC transporters","BSU_35260",""
"SW.1.2.1.3","Regulatory ABC transporters","BSU_10040",""
"SW.1.2.1.3","Regulatory ABC transporters","BSU_35250",""
"SW.1.2.1.3","Regulatory ABC transporters","BSU_38740",""
"SW.1.2.1.3","Regulatory ABC transporters","BSU_38730",""
"SW.1.2.1.3","Regulatory ABC transporters","BSU_10050",""
"SW.1.2.1.3","Regulatory ABC transporters","BSU_09710",""
"SW.1.2.1.3","Regulatory ABC transporters","BSU_09720",""
"SW.1.2.1.3","Regulatory ABC transporters","BSU_32710",""
"SW.1.2.2.1","General PTS proteins","BSU_13910",""
"SW.1.2.2.1","General PTS proteins","BSU_13900",""
"SW.1.2.2.2","Sugar specific PTS proteins","BSU_05820",""
"SW.1.2.2.2","Sugar specific PTS proteins","BSU_03981",""
"SW.1.2.2.2","Sugar specific PTS proteins","BSU_13890",""
"SW.1.2.2.2","Sugar specific PTS proteins","BSU_01680",""
"SW.1.2.2.2","Sugar specific PTS proteins","BSU_02350",""
"SW.1.2.2.2","Sugar specific PTS proteins","BSU_14400",""
"SW.1.2.2.2","Sugar specific PTS proteins","BSU_07800",""
"SW.1.2.2.2","Sugar specific PTS proteins","BSU_08200",""
"SW.1.2.2.2","Sugar specific PTS proteins","BSU_27070",""
"SW.1.2.2.2","Sugar specific PTS proteins","BSU_07700",""
"SW.1.2.2.2","Sugar specific PTS proteins","BSU_12010",""
"SW.1.2.2.2","Sugar specific PTS proteins","BSU_38050",""
"SW.1.2.2.2","Sugar specific PTS proteins","BSU_38570",""
"SW.1.2.2.2","Sugar specific PTS proteins","BSU_22230",""
"SW.1.2.2.2","Sugar specific PTS proteins","BSU_39270",""
"SW.1.2.2.2","Sugar specific PTS proteins","BSU_38390",""
"SW.1.2.2.2","Sugar specific PTS proteins","BSU_40120",""
"SW.1.2.2.2","Sugar specific PTS proteins","BSU_05810",""
"SW.1.2.2.2","Sugar specific PTS proteins","BSU_05830",""
"SW.1.2.2.2","Sugar specific PTS proteins","BSU_03982",""
"SW.1.2.2.2","Sugar specific PTS proteins","BSU_27060",""
"SW.1.2.2.2","Sugar specific PTS proteins","BSU_38590",""
"SW.1.2.2.2","Sugar specific PTS proteins","BSU_27050",""
"SW.1.2.2.2","Sugar specific PTS proteins","BSU_27040",""
"SW.1.2.2.2","Sugar specific PTS proteins","BSU_38580",""
"SW.1.2.3.1","The general components of the ECF transporters","BSU_01470",""
"SW.1.2.3.1","The general components of the ECF transporters","BSU_01460",""
"SW.1.2.3.1","The general components of the ECF transporters","BSU_01450",""
"SW.1.2.3.2","The substrate-specific S components of the ECF transporters","BSU_23050",""
"SW.1.2.3.2","The substrate-specific S components of the ECF transporters","BSU_10370",""
"SW.1.2.3.2","The substrate-specific S components of the ECF transporters","BSU_30990",""
"SW.1.2.3.2","The substrate-specific S components of the ECF transporters","BSU_32030",""
"SW.1.2.3.2","The substrate-specific S components of the ECF transporters","BSU_10010",""
"SW.1.2.4.1.1","Solute:sodium symporter family","BSU_10220",""
"SW.1.2.4.1.1","Solute:sodium symporter family","BSU_19580",""
"SW.1.2.4.1.1","Solute:sodium symporter family","BSU_03220",""
"SW.1.2.4.1.1","Solute:sodium symporter family","BSU_06660",""
"SW.1.2.4.1.1","Solute:sodium symporter family","BSU_38240",""
"SW.1.2.4.2","Peptide transporter","BSU_03670",""
"SW.1.2.4.3","Carbohydrate transporter","BSU_12360",""
"SW.1.2.4.3","Carbohydrate transporter","BSU_02140",""
"SW.1.2.4.3","Carbohydrate transporter","BSU_33960",""
"SW.1.2.4.3","Carbohydrate transporter","BSU_03920",""
"SW.1.2.4.3","Carbohydrate transporter","BSU_09280",""
"SW.1.2.4.3","Carbohydrate transporter","BSU_10520",""
"SW.1.2.4.3","Carbohydrate transporter","BSU_06230",""
"SW.1.2.4.3","Carbohydrate transporter","BSU_32880",""
"SW.1.2.4.3","Carbohydrate transporter","BSU_06160",""
"SW.1.2.4.3","Carbohydrate transporter","BSU_22090",""
"SW.1.2.4.3","Carbohydrate transporter","BSU_39710",""
"SW.1.2.4.3","Carbohydrate transporter","BSU_40070",""
"SW.1.2.4.3","Carbohydrate transporter","BSU_02480",""
"SW.1.2.4.3","Carbohydrate transporter","BSU_17570",""
"SW.1.2.4.3","Carbohydrate transporter","BSU_08260",""
"SW.1.2.4.3","Carbohydrate transporter","BSU_12310",""
"SW.1.2.4.4","Transporter for organic acids","BSU_06310",""
"SW.1.2.4.4","Transporter for organic acids","BSU_07610",""
"SW.1.2.4.4","Transporter for organic acids","BSU_04470",""
"SW.1.2.4.4","Transporter for organic acids","BSU_39060",""
"SW.1.2.4.4","Transporter for organic acids","BSU_38770",""
"SW.1.2.4.4","Transporter for organic acids","BSU_03060",""
"SW.1.2.4.4","Transporter for organic acids","BSU_23560",""
"SW.1.2.4.4","Transporter for organic acids","BSU_01580",""
"SW.1.2.4.4","Transporter for organic acids","BSU_34190",""
"SW.1.2.4.4","Transporter for organic acids","BSU_31580",""
"SW.1.2.4.4","Transporter for organic acids","BSU_07570",""
"SW.1.2.4.4","Transporter for organic acids","BSU_18540",""
"SW.1.2.4.4","Transporter for organic acids","BSU_28910",""
"SW.1.2.4.4","Transporter for organic acids","BSU_26860",""
"SW.1.2.4.5","Metal ion transporter","BSU_25790",""
"SW.1.2.4.5","Metal ion transporter","BSU_33510",""
"SW.1.2.4.5","Metal ion transporter","BSU_33490",""
"SW.1.2.4.5","Metal ion transporter","BSU_07920",""
"SW.1.2.4.5","Metal ion transporter","BSU_05340",""
"SW.1.2.4.5","Metal ion transporter","BSU_33500",""
"SW.1.2.4.5","Metal ion transporter","BSU_24740",""
"SW.1.2.4.5","Metal ion transporter","BSU_38280",""
"SW.1.2.4.5","Metal ion transporter","BSU_09850",""
"SW.1.2.4.5","Metal ion transporter","BSU_26650",""
"SW.1.2.4.5","Metal ion transporter","BSU_38270",""
"SW.1.2.4.5","Metal ion transporter","BSU_09860",""
"SW.1.2.4.5","Metal ion transporter","BSU_14510",""
"SW.1.2.4.5","Metal ion transporter","BSU_31090",""
"SW.1.2.4.5","Metal ion transporter","BSU_31100",""
"SW.1.2.4.5","Metal ion transporter","BSU_13500",""
"SW.1.2.4.5","Metal ion transporter","BSU_04360",""
"SW.1.2.4.5","Metal ion transporter","BSU_13300",""
"SW.1.2.4.5","Metal ion transporter","BSU_31600",""
"SW.1.2.4.5","Metal ion transporter","BSU_31610",""
"SW.1.2.4.5","Metal ion transporter","BSU_31640",""
"SW.1.2.4.5","Metal ion transporter","BSU_03950",""
"SW.1.2.4.5","Metal ion transporter","BSU_31620",""
"SW.1.2.4.5","Metal ion transporter","BSU_33420",""
"SW.1.2.4.6","Nucleotide/ nucleoside transporter","BSU_06370",""
"SW.1.2.4.6","Nucleotide/ nucleoside transporter","BSU_29990",""
"SW.1.2.4.6","Nucleotide/ nucleoside transporter","BSU_22060",""
"SW.1.2.4.6","Nucleotide/ nucleoside transporter","BSU_05800",""
"SW.1.2.4.6","Nucleotide/ nucleoside transporter","BSU_39020",""
"SW.1.2.4.6","Nucleotide/ nucleoside transporter","BSU_39410",""
"SW.1.2.4.6","Nucleotide/ nucleoside transporter","BSU_32430",""
"SW.1.2.4.6","Nucleotide/ nucleoside transporter","BSU_36470",""
"SW.1.2.4.6","Nucleotide/ nucleoside transporter","BSU_32440",""
"SW.1.2.4.6","Nucleotide/ nucleoside transporter","BSU_15480",""
"SW.1.2.4.7","Transporter for cofactors","BSU_02950",""
"SW.1.2.4.8","Uptake of other small ions","BSU_12840",""
"SW.1.2.4.8","Uptake of other small ions","BSU_36510",""
"SW.1.2.4.8","Uptake of other small ions","BSU_25420",""
"SW.1.2.4.8","Uptake of other small ions","BSU_03330",""
"SW.1.2.4.9","Uptake of compatible solutes","BSU_30070",""
"SW.1.2.4.9","Uptake of compatible solutes","BSU_06660",""
"SW.1.2.4.10","Siderophore exporters","BSU_16825",""
"SW.1.2.4.11","Other exporters","BSU_26590",""
"SW.1.2.4.11","Other exporters","BSU_24010",""
"SW.1.2.4.11","Other exporters","BSU_03070",""
"SW.1.2.4.11","Other exporters","BSU_34265",""
"SW.1.2.4.11","Other exporters","BSU_37320",""
"SW.1.2.4.11","Other exporters","BSU_36130",""
"SW.1.2.4.11","Other exporters","BSU_13090",""
"SW.1.2.4.11","Other exporters","BSU_36120",""
"SW.1.2.4.11","Other exporters","BSU_13100",""
"SW.1.2.4.12","Other transporters","BSU_01590",""
"SW.1.2.4.12","Other transporters","BSU_39810",""
"SW.1.2.4.12","Other transporters","BSU_40770",""
"SW.1.2.4.12","Other transporters","BSU_02670",""
"SW.1.2.4.12","Other transporters","BSU_28710",""
"SW.1.2.4.12","Other transporters","BSU_38510",""
"SW.1.2.4.12","Other transporters","BSU_02540",""
"SW.1.2.4.12","Other transporters","BSU_02960",""
"SW.1.2.4.12","Other transporters","BSU_01890",""
"SW.1.2.4.12","Other transporters","BSU_03110",""
"SW.1.2.4.12","Other transporters","BSU_04540",""
"SW.1.2.4.12","Other transporters","BSU_04060",""
"SW.1.2.4.12","Other transporters","BSU_05090",""
"SW.1.2.4.12","Other transporters","BSU_05190",""
"SW.1.2.4.12","Other transporters","BSU_05310",""
"SW.1.2.4.12","Other transporters","BSU_05650",""
"SW.1.2.4.12","Other transporters","BSU_06550",""
"SW.1.2.4.12","Other transporters","BSU_05680",""
"SW.1.2.4.12","Other transporters","BSU_08540",""
"SW.1.2.4.12","Other transporters","BSU_08380",""
"SW.1.2.4.12","Other transporters","BSU_08400",""
"SW.1.2.4.12","Other transporters","BSU_07910",""
"SW.1.2.4.12","Other transporters","BSU_07860",""
"SW.1.2.4.12","Other transporters","BSU_07750",""
